designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
Gaia DR3 2249336671418167040,2249336671418167040,295.96442638369746,68.25943978653463,0.274919715017281,-0.27051744958285445,-1.5687392580991608,0.9848354,17.121433,1.0050125,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5378.7183,4.656,-0.6759,1610.9296,0.2455,0.2005,0.1078
Gaia DR3 2249336701481834752,2249336701481834752,295.908790607332,68.26493542505514,-0.08784133246772834,-2.2653574359490714,-1.0765293620003613,0.9853868,20.094952,0.9043598,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2249336701481839872,2249336701481839872,295.88934337884507,68.27004203729311,-0.2473926213437844,-0.6043116575273568,-2.3755878193781843,0.97691363,19.708647,1.0026264,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2249336774496154240,2249336774496154240,295.97066181888886,68.26461189883798,-0.9382378176193205,-3.7176055815093525,-1.2630876539693403,1.0816145,20.44089,1.2608337,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2254171911240005120,2254171911240005120,288.9876906603627,64.59147532378078,0.5809992686200045,-4.846711424756497,-1.646334656816213,1.1131529,20.668737,2.7624187,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2254171911242477952,2254171911242477952,288.98440546476536,64.59295259874894,0.48575991400081425,-2.699378997848089,-1.6084435029892936,0.98140633,17.285975,1.2703037,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4562.552,4.3698,-1.3684,1564.7155,0.1595,0.1239,0.0667
Gaia DR3 2254171941303312128,2254171941303312128,288.9569655980984,64.6010927871138,1.6408721519999394,-1.0828723331959518,17.12235637753609,1.0498903,19.749165,2.3930168,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2254171941303314816,2254171941303314816,288.93630544588797,64.60534089092417,0.7947084429933999,-2.7508236068070304,-6.393348163461303,0.9477848,19.932888,1.419323,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2254171945599424512,2254171945599424512,288.94757037481577,64.60072373139657,0.7798892265649907,-2.4948062528875825,-9.08419476934315,1.0545825,20.044184,2.031992,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2254171945599521920,2254171945599521920,288.946349254592,64.60154575929678,0.9146086011360576,-3.5786655741573234,-1.4416453048518214,1.0393661,20.437809,1.6314869,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2254171945602215936,2254171945602215936,288.9478999097059,64.59827079524416,0.7047853885654425,-1.4219652339809854,3.0325799562175826,1.0759405,15.491353,0.85416985,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5800.751,4.3907,-0.5487,1400.4656,0.1653,0.1386,0.0748
Gaia DR3 2254171945602954880,2254171945602954880,288.9375179671682,64.59805032614098,0.3105157682410439,-2.820585825440883,-1.5695878926924258,1.0350201,19.931301,1.106039,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2254171979959481344,2254171979959481344,288.9558009248569,64.6155438169739,0.47236465964793356,3.268747512385895,2.319331194287358,0.9121827,20.440031,2.0466537,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2254171979961954432,2254171979961954432,288.9769033047486,64.60601945206831,0.15943484877160438,-6.162134775628138,-5.7778537584515,0.97876275,18.15578,0.9860382,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5038.619,4.7947,-2.0806,1758.7891,0.0098,0.0079,0.0043
Gaia DR3 2254171979961979008,2254171979961979008,288.95865659300864,64.61621007222554,0.5449332183657499,2.5539669703648817,2.525034685229784,0.99617267,17.17566,1.1519146,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4763.873,4.4791,-0.788,1629.8217,0.0194,0.0153,0.0082
Gaia DR3 2254172010022785792,2254172010022785792,289.05151861964697,64.59572191954743,-0.045341082350209665,-7.263830439748242,-8.589282479580296,0.93122554,19.970846,2.2006168,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2254172014318904960,2254172014318904960,289.0829969592078,64.58544291929992,0.14541326090859072,-2.4780812628408624,-3.4008019869570596,0.99367636,19.715797,1.0909367,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2254172044382523264,2254172044382523264,289.060419821546,64.59421401682904,0.05846726182276621,-4.82014192219458,0.08118143827673559,0.96143645,20.083351,1.7123013,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2250436217405572992,2250436217405572992,304.5035205828526,69.3840059836317,0.31032133671941015,-0.8546325903710077,0.41207800783609844,1.0037211,17.887526,1.2879047,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4531.6235,4.8422,-1.3662,1085.7983,0.0807,0.0625,0.0336
Gaia DR3 2250436217405621504,2250436217405621504,304.4998136511309,69.37828660836693,1.5211303832838274,1.0896315525007807,0.9106713668904596,1.0050371,16.231686,2.097208,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4284.4497,4.3654,0.4897,620.6857,1.5072,1.0704,0.5775
Gaia DR3 2250436251764331776,2250436251764331776,304.5055001780739,69.39183735146403,1.4374726757443526,-18.818832305455846,-25.03272090513008,1.0539609,20.604239,2.0126266,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2250436251765311488,2250436251765311488,304.5112446727389,69.39191903319366,1.3404439636123961,-6.9312364139528695,-10.15440400118993,1.0295365,17.82481,2.1022778,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3669.5767,4.4157,-1.1045,579.3864,0.6566,0.4575,0.2495
Gaia DR3 2250436251765311744,2250436251765311744,304.5193433371424,69.39202143941169,0.554005987432965,-4.081008399094297,5.780126156220113,1.0862615,14.337574,1.483696,-67.77762,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5341.885,3.3952,0.0206,1976.0474,1.3429,1.0512,0.5637
Gaia DR3 2250436251765312640,2250436251765312640,304.5218349519311,69.38466590341348,0.9052450079699977,1.108466717102924,1.9612624139744572,1.0809579,16.174685,1.3296223,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5350.734,4.5346,-0.2547,937.6039,0.9086,0.7194,0.3845
Gaia DR3 2250436251765313920,2250436251765313920,304.5434275858198,69.38746008935271,0.17682586588191646,-2.3532708022953037,-2.203272939540477,1.173842,19.215986,1.4858341,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2250436251765360512,2250436251765360512,304.53355625760724,69.39192410598221,-0.07204704786119481,-1.7098770760265247,-3.415935194340996,1.0227032,20.14786,1.4077148,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2250436251765772160,2250436251765772160,304.5388278361678,69.38391613730873,-0.06630567332742181,0.7762118082234934,1.3935586996016385,1.000618,20.282904,2.3186474,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2250436286124003968,2250436286124003968,304.5769233188257,69.39020404364587,0.41290389967223307,-6.849313018287485,-4.889118692211322,0.9959691,20.354889,1.8775043,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2250436286124324992,2250436286124324992,304.55184212711765,69.3867371028161,,,,,20.906649,1.3900013,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2250436286125053440,2250436286125053440,304.55978784880574,69.3936184603782,1.5205549664356706,-1.50016607038535,6.043077617627398,1.0260074,16.885424,1.8789167,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4461.2837,4.6711,0.3468,637.0489,1.2468,0.9072,0.4812
Gaia DR3 2250436316188278656,2250436316188278656,304.5739798208131,69.40221362929336,0.5951616705741057,-4.783892791506332,-8.93503130458393,1.0318862,19.79124,1.9641113,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2250436320484793216,2250436320484793216,304.5938079322086,69.40057794940219,0.6756091282841298,-2.091884524349706,-3.2532293669964063,1.0599474,18.006193,1.676878,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4144.168,4.3924,-0.5318,1511.0717,0.5003,0.3669,0.196
Gaia DR3 2012729362635180416,2012729362635180416,359.35822055802646,61.84607935876247,0.4446976785673792,-4.013106169400164,-1.7424223044118703,0.98920554,14.24606,0.817153,,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 2012729362635344256,2012729362635344256,359.3364286972161,61.84318866580654,1.177359595647218,-2.0164574235771493,-3.9064763391139614,1.0473107,20.35714,2.504057,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012729392689864832,2012729392689864832,359.376734098628,61.85370432808952,1.009687310858748,-11.152513561416415,-2.648633140990178,1.0113353,18.597025,2.0129547,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3849.247,4.8961,-0.9006,589.1663,1.0221,0.7161,0.3888
Gaia DR3 2012729392689867008,2012729392689867008,359.38034043192107,61.85442375955809,0.4063554710390491,-1.482648348361604,-1.3495316000427535,1.0343171,18.877575,1.8153458,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4192.741,4.6248,-2.9807,798.9252,1.3005,0.9435,0.5174
Gaia DR3 2012729392689911296,2012729392689911296,359.3979971411316,61.8633579394255,0.21312367911691188,-3.2263496658162243,-2.031648124875585,1.0020937,18.51525,1.8252277,,VARIABLE,0,false,false,false,true,false,true,false,3720.2869,4.7027,-0.7541,854.967,0.0237,0.0168,0.0092
Gaia DR3 2012729392689953280,2012729392689953280,359.4069985990073,61.8704340624621,0.5872383918873838,-6.174427255457143,-1.8769217049699733,1.0453279,16.178764,1.4022112,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,7302.507,4.3457,-0.4245,1737.0511,2.2549,1.8697,1.0208
Gaia DR3 2012729392691530496,2012729392691530496,359.40072766840024,61.863312415502,0.510584715008549,7.100408972113031,3.6531006284692564,0.9895913,18.464424,1.7531166,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3703.811,4.3657,-1.7294,741.9464,0.0248,0.0176,0.0096
Gaia DR3 2012729392691564800,2012729392691564800,359.39455774712593,61.863075325032526,0.5712411297788427,-1.3150524554507403,-2.1247412332107367,1.0152262,19.700844,2.0946407,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012729396983928320,2012729396983928320,359.4054158973662,61.86714166326449,0.595413219400853,-1.2321508923350795,-0.5469282178356559,1.0858158,18.73647,1.6667595,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012729396984644992,2012729396984644992,359.37856523050374,61.85277515852507,0.20929031737656453,-2.5813250433518133,-1.9778078998124382,1.0701563,20.372171,2.163597,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012729396984646784,2012729396984646784,359.38594693632774,61.85713223165839,0.326400920805035,-1.6766340741279677,-1.4152182439693894,0.98762137,20.06825,2.1008606,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012729396984648960,2012729396984648960,359.38582401417716,61.85426702913731,-0.5655634632862064,-2.144690841055136,-0.10375911476304946,1.0160195,20.602156,1.7291374,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012729396984947712,2012729396984947712,359.38558685868816,61.86233882460233,-0.013940930378040797,-1.7266085346441447,-0.6943782354239286,0.9924775,20.444775,2.1391792,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012729396985619968,2012729396985619968,359.38094315613995,61.85988371770466,,,,,21.107664,0.76355743,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2254173968527923584,2254173968527923584,289.0333936572267,64.66504413873352,0.11344648919869607,-0.2682241034137832,-1.4629720339240828,0.9093356,19.095585,0.8255806,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653783091818213760,6653783091818213760,276.7594099388796,-52.234785109775075,0.5734098321060183,2.257581808447286,-7.5744247156077815,1.0114974,18.342796,1.1600456,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4692.104,4.812,-1.2989,1598.9355,0.0156,0.0123,0.0066
Gaia DR3 6653783091818219136,6653783091818219136,276.74888673840366,-52.22984331858777,0.5599102606296079,-2.6512671015406393,-3.9761152730725167,0.94291365,18.7133,0.87758064,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5394.293,4.7536,-1.5529,3067.4705,0.0051,0.0042,0.0023
Gaia DR3 6653783091818553984,6653783091818553984,276.7433423308683,-52.23431178640363,0.5660392224643666,1.1995435288550071,-6.286390507905375,0.9594613,20.402979,0.70770454,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653783096109297920,6653783096109297920,276.7480876562199,-52.229302192651836,0.5176491288921237,-2.0823350561754115,-4.693792775942351,0.98418325,19.769615,1.0179558,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653783096109692928,6653783096109692928,276.74706462140085,-52.238984471156996,0.09508418154050866,0.6257890384381848,-6.512406497858791,1.1694102,16.838543,0.8642826,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5336.7905,4.3884,-1.3534,2097.9114,0.0073,0.006,0.0033
Gaia DR3 6653783096110144896,6653783096110144896,276.73897589042485,-52.24472869946508,-0.7500758072583378,-12.462205834527623,-8.361351979358755,1.0365789,20.224072,1.2383404,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653783096110212480,6653783096110212480,276.7410466442383,-52.2440489611525,-0.1687678528641055,0.19599059715547573,-10.37707617314933,0.9984909,20.61367,2.0151405,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653783096110370688,6653783096110370688,276.75224884367344,-52.234518725033105,0.6233401993558245,-0.7669608248073594,-7.8051514090556555,0.9568338,20.496855,1.5345001,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653783126177912832,6653783126177912832,276.7754749344227,-52.26452044657788,0.43855571143946814,-0.1025304604223537,-3.0876940066526366,1.0189589,16.752953,0.8662739,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5410.8696,4.6088,-0.9106,1522.5479,0.0077,0.0064,0.0035
Gaia DR3 6653783126177921536,6653783126177921536,276.7832945181299,-52.25800972894867,0.15053760493695312,-2.424863947795828,-3.4027856247546646,1.0817653,19.420397,0.8105774,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653783126177922304,6653783126177922304,276.7879987390216,-52.25813042536624,0.8837016910733686,0.5166074825582633,3.1209613295395955,0.9930549,17.639494,1.5512924,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4046.8105,4.3601,-0.7024,1397.8248,0.0118,0.0087,0.0046
Gaia DR3 6653783126177924096,6653783126177924096,276.7919206898071,-52.25688630453894,0.408918752698952,3.376202856830347,-4.083455340394465,0.996542,18.522831,1.2606697,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4517.991,4.8258,-1.5756,1454.2974,0.0046,0.0036,0.0019
Gaia DR3 6653783126177925888,6653783126177925888,276.781869675476,-52.25417453530427,1.0155069191048844,-0.5188612885223931,-1.4658191453174219,0.9995657,19.738373,0.89427376,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653783126178232064,6653783126178232064,276.78057798135126,-52.258990833333826,-0.4113590929024497,-0.7883882764616293,-6.564789775430389,1.0245852,20.30759,0.46028137,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654090031653405184,6654090031653405184,277.8427001138216,-53.922913039533846,1.0292979058915652,-1.0529692194411822,-2.997964966981474,1.0825834,20.702314,1.0905933,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654090031654389376,6654090031654389376,277.8282100070137,-53.91845815804079,0.033739173734680425,-0.4961160933849289,-4.244142916619111,0.94105023,19.151852,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654090031655237632,6654090031655237632,277.8296597402778,-53.918285124107044,0.013822521950647829,2.4793265063832175,-4.447136428547751,1.0451074,20.575079,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654090061715549952,6654090061715549952,277.85104053104175,-53.91618531637176,0.1442707891214254,1.5891568851512337,-4.951634203273985,1.0777065,17.123388,1.0810547,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4922.048,4.4103,-0.7896,1901.6703,0.0735,0.0589,0.0317
Gaia DR3 6654090061715564800,6654090061715564800,277.873474141387,-53.9057632486316,0.3125607265419958,-5.478200687633851,-3.998139464889424,0.93498856,18.392887,0.7692604,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5642.549,4.7365,-1.7159,3071.2434,0.0052,0.0044,0.0024
Gaia DR3 6654090061715565440,6654090061715565440,277.8678882821519,-53.90530886437293,0.028798148631873736,3.3184367505509433,-5.921309885394969,0.99673283,18.357094,1.0603905,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4973.913,4.8028,-1.6939,1900.6204,0.0108,0.0087,0.0047
Gaia DR3 6654090066010482816,6654090066010482816,277.8726011912254,-53.90610515874041,0.11278340744547027,-4.302948397745483,-1.2056047831711916,1.0034987,19.868076,0.7092533,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654090066010488576,6654090066010488576,277.8638728425998,-53.90157033582367,-0.26066557814412034,-3.1130884670649106,-6.090698746073765,0.980933,18.839874,0.88228226,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5288.917,4.7918,-1.9433,2943.0454,0.0026,0.0021,0.0012
Gaia DR3 6654090066014319744,6654090066014319744,277.87455676201023,-53.90178714782041,0.7377896486829837,5.579183658312999,-19.08449380831167,1.0385399,15.085682,0.91014194,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5396.426,4.2436,-1.1873,1226.8323,0.0796,0.0659,0.0359
Gaia DR3 6654090096075288448,6654090096075288448,277.82090097859145,-53.91497515352879,-0.9376846439712965,4.807974388443547,-12.303306492532315,1.1315737,20.12671,1.6050091,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654090096075288832,6654090096075288832,277.824782087214,-53.91457066068409,0.5220989016264683,-4.0390604795253156,-3.8034045280853706,0.99959904,19.958323,1.2017136,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654090096075290624,6654090096075290624,277.83612600257095,-53.914068317585944,2.7388994153874355,-5.788676633268567,-38.08428854069826,0.97163355,18.660765,2.739294,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,3406.032,4.2399,-0.167,992.6712,0.7472,0.4788,0.3183
Gaia DR3 6654090096075291648,6654090096075291648,277.8361144659619,-53.91263566806247,-0.3661984867981709,-3.6988699564386978,0.44849771077744793,1.0563309,20.09335,1.7855148,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654090096075292544,6654090096075292544,277.8200356655922,-53.91193586476358,0.40232875763427073,1.3672838564867043,-7.70001497591632,0.96931136,19.058931,0.8873024,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653582469603031808,6653582469603031808,273.94596006827356,-53.75329710854539,1.6590610975913138,20.719584740721178,-22.08543948083495,1.0099115,18.910303,2.438408,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3250.7522,4.7243,-0.6372,397.8257,0.3341,0.2175,0.1329
Gaia DR3 6653582499664352896,6653582499664352896,273.9686556027923,-53.74060226817681,1.3100315928203496,-16.69765074408594,-18.03853419544562,0.95186216,13.113738,1.2255325,5.882772,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5153.326,3.6965,-0.0633,762.025,0.4471,0.3535,0.1867
Gaia DR3 6653582499665499648,6653582499665499648,273.95288620957643,-53.74924262973565,1.3763844336534292,-19.404598598236134,-14.7088133951796,0.948876,18.988472,2.5758972,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,3402.9707,4.8881,-0.1721,481.6929,0.8732,0.5623,0.3604
Gaia DR3 6653582499665503616,6653582499665503616,273.9590785592947,-53.74721984764152,0.2477591587373285,-2.024239460842226,-2.288865126118078,1.0092069,18.80707,1.2678947,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4640.3286,4.7151,-0.6126,2280.6665,0.0241,0.0188,0.0099
Gaia DR3 6653582499665509888,6653582499665509888,273.95008713175315,-53.744601300607734,0.8420423967451409,-3.0525880875686227,-6.207062860299504,1.0822486,19.437183,1.8593025,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653582499665512448,6653582499665512448,273.95978818878257,-53.744945774917774,4.347204279166352,-23.930640022710108,-35.46632514475409,1.0114732,17.726597,2.9765759,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3361.526,4.8404,0.0765,255.7059,1.1725,0.7369,0.4922
Gaia DR3 6653582499665517952,6653582499665517952,273.97744700825467,-53.74047395440677,0.4340289362430919,-0.10560461283191375,-7.127903380449489,0.9934088,18.539267,1.4547176,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4285.565,4.8104,-0.9778,1317.8193,0.0058,0.0043,0.0023
Gaia DR3 6653582499665529728,6653582499665529728,273.9746588800851,-53.729915320053216,0.2931868529121942,-1.353626444698436,-0.9869492636459638,0.9921178,18.780512,1.0426693,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4987.919,4.7868,-1.3659,2475.776,0.0055,0.0044,0.0024
Gaia DR3 6653582499665896192,6653582499665896192,273.9747502061107,-53.74059808283723,0.6713074845291732,-3.7149460457742176,-3.3087876887080565,1.045996,19.91268,1.1787834,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653582503956080000,6653582503956080000,273.96551846467185,-53.74554528817124,-0.8230174432800818,0.6514023028495117,-4.122359200082543,1.0099242,20.18948,1.7011681,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653582503956081280,6653582503956081280,273.96764438190945,-53.741557090703054,0.5574489458000875,-0.19077487789306347,-11.435954821159065,1.0036074,17.059366,0.9412937,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5378.674,4.7199,-2.4471,1347.082,0.0233,0.0192,0.0106
Gaia DR3 6653582503956082048,6653582503956082048,273.95964718656256,-53.74693523850157,1.8423863695195528,-9.449207784077645,-11.287190588216724,1.1055009,20.572447,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653582503956083712,6653582503956083712,273.9652100226177,-53.74099656901094,0.6694389830195596,-6.885338872794465,-11.241148828087104,0.946623,16.791046,1.2192898,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4856.412,4.554,0.2648,1349.3336,0.1563,0.1226,0.0642
Gaia DR3 6653582503958163968,6653582503958163968,273.96358690279146,-53.741150241602575,1.0757453301468252,-0.3438579102482516,-3.6466581279218824,1.0031147,20.684683,1.8607559,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012517019439431552,2012517019439431552,354.346117802165,61.40237497809062,0.7334564664963654,-4.100198099348348,-0.8339925304453883,1.0234063,20.083717,1.8387203,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012517019442347520,2012517019442347520,354.3420020147346,61.40254969424569,0.22886232828446826,-3.651499587338869,-2.5251830367052976,1.0753088,20.583567,1.6660557,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012517019442348416,2012517019442348416,354.34326095245666,61.40236840489831,0.7269897694733968,-4.612068599032185,-1.491218337896871,1.2735125,20.707058,1.4873905,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012517019442353280,2012517019442353280,354.36284745571623,61.40966880985849,1.0882298871554685,8.062067344741424,0.22538635067676566,1.0354962,20.427515,2.315853,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012517019442354304,2012517019442354304,354.36382462922586,61.40795089818618,0.8913589140132294,-1.9020832930855904,-4.188560553072909,1.2172548,20.686396,1.8176231,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012517019442356736,2012517019442356736,354.3661392792144,61.40384775240329,-0.5537703669551916,-2.076248766717573,0.9464247283242126,0.94426304,20.534063,1.7260399,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012517019443858048,2012517019443858048,354.3400784061361,61.40227439777682,0.3095008562297943,-4.14627129001004,0.5233002941221703,1.0116726,20.832954,1.3848324,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012517019444377216,2012517019444377216,354.34394860581386,61.40181399707896,,,,,20.959631,1.5299206,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012517019446753280,2012517019446753280,354.35928335279846,61.40891159388222,1.45677041843124,8.88024397225641,-1.3661353640078853,1.0255649,19.191154,2.8117523,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012517019446754176,2012517019446754176,354.3593812400316,61.40733483679365,0.2804470122696862,-3.1750201867318575,-1.171443564658249,0.9981358,19.190615,1.8081932,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012517019446754304,2012517019446754304,354.3478697252448,61.40431677625796,0.32104673667175915,-2.7339938835411517,-0.7308578831193719,0.9993135,16.242609,1.1442814,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,9367.381,4.1664,-0.8612,3351.0493,2.3867,2.0848,1.1307
Gaia DR3 2012517019446754816,2012517019446754816,354.3403323059943,61.401293461340245,0.38504402062974713,-0.11061447232634827,0.952174136112082,1.0347471,17.967813,2.0139904,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 2012517019446756352,2012517019446756352,354.3557435500604,61.40211437536151,0.3640257426009162,-3.001125210776646,-2.669880892699722,1.0267572,17.045399,1.5342121,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,6364.302,4.4565,-1.4833,1400.1656,2.1275,1.7105,0.9492
Gaia DR3 2012517019446758144,2012517019446758144,354.3579223808264,61.398015453369744,0.2527909119192793,-4.505953472475467,-0.2851359850189833,0.9921702,16.491457,1.4757242,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,9390.612,4.1833,-1.467,2534.998,3.1584,2.6796,1.4637
Gaia DR3 2012517019447433088,2012517019447433088,354.349760076367,61.39557705247426,0.26670641364449843,-1.7559871110550525,0.2183201977866829,1.0078269,20.32618,1.7948895,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2251725291708646400,2251725291708646400,301.20731038632204,71.8071885303079,0.9902527462357744,7.393389764258804,-15.55347174693089,1.0316194,19.93446,2.3348064,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
