designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
Gaia DR3 2251725356133348352,2251725356133348352,301.14470211489675,71.77941713762552,2.844141544588625,4.229648159722717,3.5270865806529743,4.1206827,18.91833,1.517231,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2251725356133352064,2251725356133352064,301.1515241766652,71.78369649090723,0.46313209853032666,-0.575545595535178,-0.6759518695540541,1.0091528,18.410961,1.5009747,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4093.429,4.6027,-2.7516,874.778,0.0126,0.0094,0.0051
Gaia DR3 2251725356133364992,2251725356133364992,301.1510969733569,71.79158709652377,0.4280093789621092,0.5512133517445532,0.6242054687812991,0.9780415,16.68296,1.1636333,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4945.0366,4.3291,-2.0541,1470.5935,0.2764,0.221,0.1207
Gaia DR3 2251725360428957312,2251725360428957312,301.14288906119054,71.7868886304364,-0.8836773083981968,-9.65200294693545,-8.079072009916596,1.0610877,20.715466,1.6858273,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2251725360428964480,2251725360428964480,301.1533305093272,71.79186196040283,-0.7668242593891106,2.202672445095636,1.467536526735449,0.99971783,20.322695,0.98226166,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2251725390493092480,2251725390493092480,301.077010612825,71.7859380802846,0.9337985359761525,-2.1153028918687626,3.4503338415863714,0.9450043,18.422592,1.9206715,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3654.6672,4.4181,-1.508,639.915,0.1535,0.1084,0.0585
Gaia DR3 2251725390493095936,2251725390493095936,301.0651453504348,71.788154604172,1.801384547712032,-3.3132481044106235,-2.7004283778299274,0.930152,18.786066,2.4663944,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3252.823,4.7033,-0.7182,396.3286,0.1044,0.0687,0.0415
Gaia DR3 2251725394787851776,2251725394787851776,301.09655683264424,71.77821411096856,1.9467776914911665,-44.921304747967554,-9.486806276557212,1.0172926,19.716003,2.60639,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2251725394788679808,2251725394788679808,301.10108615458677,71.78866466576079,,,,,21.090702,1.5538387,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2251725394789122176,2251725394789122176,301.0857578539331,71.78442790361565,,,,,20.907597,1.3925705,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2251725394789448576,2251725394789448576,301.09156879715147,71.79007153584517,,,,,21.082817,0.5176163,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2251725424852860928,2251725424852860928,301.09472997382886,71.80775381698258,0.5754125030511054,0.37238233639103907,1.3466671761183973,0.9252067,18.062109,1.5105152,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4207.1006,4.6619,-1.3763,1051.0558,0.1339,0.1002,0.0538
Gaia DR3 2251725459212592640,2251725459212592640,301.1554611416238,71.80220577667733,0.1676193126711551,-0.24634860989229057,-0.31491287147230035,1.0727272,18.14353,1.3034554,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4396.728,4.6973,-2.7483,1100.9839,0.0046,0.0035,0.0019
Gaia DR3 2251726696163224704,2251726696163224704,301.15244480522443,71.84507894160556,1.396745677704529,4.324150733184236,10.223657218043636,1.0580282,18.123808,2.3035336,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3646.7048,4.4346,-1.1733,501.1422,1.1639,0.7915,0.4492
Gaia DR3 2013054543202311680,2013054543202311680,358.57482881640857,62.7738511475863,0.17692459438276942,-1.074847285154424,-0.3232630966427993,1.0247617,14.045296,2.0726051,-98.7696,NOT_AVAILABLE,0,true,true,false,false,false,false,true,5078.455,2.4979,-0.5227,3133.828,2.6636,1.9737,1.0767
Gaia DR3 2013054543202312960,2013054543202312960,358.56440732407003,62.770649722326915,0.39281529346328237,-0.04558282336156315,-1.3906617687150002,2.145108,14.0798025,1.9160862,-30.276552,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5907.112,2.2192,-0.0382,7714.866,2.7433,2.097,1.1355
Gaia DR3 2013054543202316288,2013054543202316288,358.56382208770475,62.76567097829722,,,,,20.99159,1.3241253,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2013054543202316672,2013054543202316672,358.5629812069798,62.76429282483429,-0.0011559797351078337,-1.6018684892861075,-0.1198897027846858,0.9956701,17.109627,2.4163399,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,7513.5625,4.0853,-0.7618,1619.8518,4.9311,3.7742,2.1046
Gaia DR3 2013054543204350464,2013054543204350464,358.57967636301396,62.772753831984126,,,,,20.501461,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2013054543204351232,2013054543204351232,358.5785485123327,62.77193703623416,1.1475138720658256,5.510939225734517,2.069881084016931,3.7519524,10.174439,1.5642471,-28.687666,NOT_AVAILABLE,0,true,true,false,false,false,false,true,4918.696,2.583,-0.1149,611.3832,1.1967,0.915,0.4857
Gaia DR3 2013054543204385152,2013054543204385152,358.55357490957897,62.76023794523128,-0.7497484280464919,-2.6970896287435666,1.7909646609103558,0.9677875,20.43401,1.4078636,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2013054573251521792,2013054573251521792,358.61204758250085,62.774066986730084,1.5368340811253156,-0.4103263872793794,-0.6533119098743178,1.0258765,19.897255,1.714344,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2013054573251559680,2013054573251559680,358.59563363255114,62.778748037007404,1.0000689553260378,12.56065504000954,4.970984170167664,1.08015,17.38316,1.8173714,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4369.108,4.6484,-0.2313,757.2787,1.0167,0.7429,0.3969
Gaia DR3 2013054573251563776,2013054573251563776,358.6080752661598,62.77993105952858,0.3973174970897049,-3.0337616394101588,-1.2578233668883985,1.005577,18.619804,1.5581207,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4221.732,4.9484,-1.5038,885.6284,0.3586,0.2673,0.144
Gaia DR3 2013054573251571328,2013054573251571328,358.6025605462209,62.78123800508305,1.4054669165554976,2.292777628028336,2.197161530325735,1.1763024,20.05167,2.4682808,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2013054573251576192,2013054573251576192,358.6222924744951,62.782040326360814,,,,,19.396523,2.1460133,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2013054573251586176,2013054573251586176,358.62700447648155,62.78395272891362,-0.16322047977558063,-3.432967052097653,-1.5049494998867459,0.99528295,20.061197,2.186802,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2013054573251614592,2013054573251614592,358.62266334337755,62.78794347726351,0.30996736463260344,-2.049534278700463,-0.2561543603008867,1.0872787,17.80937,1.6684437,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,9456.687,4.39,-1.4356,3009.18,3.6698,3.0557,1.6741
Gaia DR3 2251726700457908608,2251726700457908608,301.1277818749898,71.85281754166066,2.3688993799873,-10.162404911615988,-17.82994959151011,0.9979349,19.352457,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654222003114629248,6654222003114629248,279.9627841111418,-53.13796089730088,0.34440373885571524,3.635759909052359,-0.9477293652618362,1.0220426,18.077513,0.94958115,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5254.097,4.7517,-1.4384,2144.9744,0.0036,0.003,0.0016
Gaia DR3 6654222003114638464,6654222003114638464,279.9737475446899,-53.13393827169814,0.5755601527056083,-6.836801118653242,-7.270229501041209,1.0115167,18.589212,1.2751293,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4481.4463,4.8685,-1.4642,1388.1023,0.0032,0.0024,0.0013
Gaia DR3 6654222003114639616,6654222003114639616,279.9791825904493,-53.134020870372986,0.3965061995947171,-1.9394260697458923,-5.47210760865139,1.0816743,17.650446,1.0093136,,VARIABLE,0,false,false,false,true,false,true,true,5082.3013,4.7226,-1.5858,1600.3098,0.0086,0.007,0.0038
Gaia DR3 6654222003114639872,6654222003114639872,279.96828327023917,-53.135591839553115,0.5872845574616031,0.6829166871904209,-4.137946546699935,1.0019639,18.906801,1.0227242,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5152.509,4.7964,-1.7409,2805.8862,0.0033,0.0027,0.0014
Gaia DR3 6654222007407414912,6654222007407414912,279.98630375585077,-53.13624340591522,0.6346041204637416,-5.6164786011091765,-8.141456897662277,0.9852387,20.43512,0.54065895,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654222007407417728,6654222007407417728,279.9766466750852,-53.13903936557688,1.0316030918513373,-0.6043217908908854,-4.349461357616544,0.9319742,20.790483,1.5878162,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654222037474357504,6654222037474357504,279.95143948382747,-53.14175074145882,0.1566571512790663,-3.7398987387201528,-12.16746901555403,1.0419677,17.88807,0.7468014,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5812.817,4.6507,-3.6507,2739.0615,0.0055,0.0046,0.0026
Gaia DR3 6654222037474370432,6654222037474370432,279.95181922879306,-53.13722562426091,0.43180940924366235,0.10482273385337926,-6.324253904909996,0.98138416,17.649282,0.8520546,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5492.1606,4.7004,-1.4726,2079.746,0.0054,0.0045,0.0024
Gaia DR3 6654222037474385152,6654222037474385152,279.95672590166976,-53.13081435090108,0.3411620500425589,0.9208808692128518,-2.510113435989637,0.9271344,18.400858,0.92928123,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5275.3516,4.7766,-1.7085,2371.375,0.0044,0.0036,0.0019
Gaia DR3 6654222041767169664,6654222041767169664,279.94832710310357,-53.140153970440025,1.15162092812275,3.4672887123989793,-5.828859834477422,0.9470303,20.78455,1.8989391,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654222041767171456,6654222041767171456,279.9515322315038,-53.136494411185396,-0.018178476160752067,0.772148855455805,-1.1230811434570769,1.0808983,20.684341,2.5866814,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654222041767178752,6654222041767178752,279.9495661417907,-53.130138947633824,0.2572536591940395,-4.493883600223814,-9.614109630705965,0.9596856,20.59463,1.7147827,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654222041769712896,6654222041769712896,279.95104717464477,-53.134274237929944,0.37510681179348265,-2.4666150973957794,-7.116196735454205,0.99145615,17.9549,0.8680477,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5396.3843,4.6957,-1.065,2370.3298,0.0051,0.0042,0.0023
Gaia DR3 6654222041769714048,6654222041769714048,279.94820438840753,-53.134084284402554,0.5494160830157047,-4.7272224473590025,2.2574238542827922,1.0214624,18.44947,1.6466541,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3942.5808,4.8197,-0.7062,955.3901,0.0112,0.0081,0.0044
Gaia DR3 2254172044382524672,2254172044382524672,289.08494591765344,64.59590911270342,-0.028053392092127864,-7.357238050124277,-5.440157660780553,1.0203024,19.196617,1.578659,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2254172044382525312,2254172044382525312,289.0781947967901,64.59630452760284,0.7867042602304749,-1.714607692404572,-13.457603696666236,1.0518191,18.498056,1.8357067,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3700.998,4.7695,-0.8075,763.8066,0.0044,0.0031,0.0017
Gaia DR3 2254172048681432064,2254172048681432064,289.0831412075856,64.5860630326763,0.6325803982129395,-0.9305085180801127,-6.956236452216739,1.0623959,17.871187,1.4881783,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4437.405,4.5824,0.2203,1513.1586,0.2356,0.1763,0.093
Gaia DR3 2254172048681456640,2254172048681456640,289.06229600470687,64.60703067462191,0.8854952202986265,-3.9769335256396268,-7.0243968197357525,0.99168426,16.563454,1.264041,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4636.402,4.5251,0.0219,1116.4037,0.0832,0.0644,0.0338
Gaia DR3 2254172048681456768,2254172048681456768,289.0695895171064,64.60453855650783,-0.2089609982489642,-1.3124843058247655,-3.11668767480369,1.0298055,20.137522,1.6587505,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2254172083041170176,2254172083041170176,289.04661426820434,64.59005538086244,0.5537074108033866,1.1895437573349625,-1.9060361712583158,0.945196,20.145823,1.3442764,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2254172113102011392,2254172113102011392,289.02620876377415,64.60919507838402,0.5048058703615316,-7.007557596715838,-3.982782319610822,0.91162974,18.167585,0.8813534,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,5310.5337,4.6788,-0.4949,2831.7537,0.0033,0.0027,0.0014
Gaia DR3 2254172113102012800,2254172113102012800,289.04770946813625,64.61038643363284,0.7593971723275039,-1.7699758943204182,-9.072215686124443,0.97723603,19.413767,1.850811,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2254172113104829568,2254172113104829568,289.05158076055864,64.6086556126818,0.37347164851125914,-1.6060900340688402,-1.7502557405258177,1.0480177,18.022028,1.2243195,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4564.055,4.7608,-1.601,1288.6814,0.0105,0.0081,0.0044
Gaia DR3 2254172117398648704,2254172117398648704,289.0397541827957,64.61095354723602,,,,,21.299313,1.7875137,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2254172117399649280,2254172117399649280,289.0398985168776,64.610373219587,1.77864474387136,4.586487500768687,-4.455162077671277,1.0796863,20.74124,2.3639698,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2254172117400932608,2254172117400932608,289.021596552098,64.6095526867632,0.6261578217528616,1.0699139483195081,10.447807106969684,1.0180582,17.13673,1.1301994,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4758.935,4.443,-0.9821,1688.1194,0.0074,0.0058,0.0031
Gaia DR3 2254172117400932736,2254172117400932736,289.0366526653267,64.61084782943344,,,,,20.31632,1.6885948,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2254172117400932992,2254172117400932992,289.0547869971663,64.60734499541434,1.8059322353356861,-5.985631934890261,2.550970895914657,1.5312107,12.668649,0.80185413,-5.0064874,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5692.6797,4.2249,-0.2285,544.9827,0.0024,0.002,0.0011
Gaia DR3 6653783126178531712,6653783126178531712,276.7680770670764,-52.25923576150511,1.3402555127530458,-2.514987691968857,-20.71937599996928,0.97867084,18.539103,2.5816822,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3497.8357,4.8572,-0.3647,467.4649,0.6427,0.4257,0.2618
Gaia DR3 6653783130468977792,6653783130468977792,276.78796455812903,-52.258931737020916,-0.3503226987351819,1.9577725091711682,-5.233133138988782,0.9850091,18.397642,0.9979687,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653783130470109696,6653783130470109696,276.7860253598119,-52.25235277321543,1.7473452485316532,-0.780216971972134,-10.131037435340396,1.0106804,20.560396,1.7443504,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653783130471742336,6653783130471742336,276.77496856264474,-52.26377967847531,,,,,20.979208,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653783130472732416,6653783130472732416,276.78600719611114,-52.26110131333404,-0.05241849244801824,-1.9090001461614508,-5.144099145617089,1.0235828,16.224781,1.245575,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5649.362,4.1455,-0.0403,1856.6873,0.865,0.6944,0.3707
Gaia DR3 6653783130472736000,6653783130472736000,276.7783394903423,-52.26261133050539,-0.12326087899678734,-2.882059794256823,-6.846573296572263,0.9195238,19.6374,1.3740215,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653783130472737664,6653783130472737664,276.7892788089752,-52.2510280214119,0.0848074817886643,-0.9972003317434533,-3.776328663596752,0.96539056,18.154825,0.9321518,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5232.8677,4.7662,-1.4169,2079.2222,0.0054,0.0044,0.0024
Gaia DR3 6653783130472740480,6653783130472740480,276.7859121425799,-52.25090525303813,0.4416620106364999,-4.8381820511323665,-4.262297309165482,0.9620867,18.202059,0.8723755,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5443.318,4.736,-1.2018,2575.0317,0.0026,0.0021,0.0012
Gaia DR3 6653783130473042048,6653783130473042048,276.78988257457144,-52.25343744592872,0.40787213930384186,-8.53265682078902,-9.512239488571032,0.976081,20.119398,1.8386898,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653783130473336192,6653783130473336192,276.79452584861457,-52.25826610618901,-1.6072873311271232,1.5820364465348424,-9.082555329724448,1.0161186,20.712545,0.88287544,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653783160537674240,6653783160537674240,276.8135209125833,-52.248777024466655,-0.0375246146877805,-3.888228206451319,2.5136091021914675,0.9680377,18.342453,0.95539474,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5217.3003,4.7449,-1.192,2429.029,0.0052,0.0043,0.0023
Gaia DR3 6653783160537680000,6653783160537680000,276.8197384270927,-52.24545721098,-0.3880987645981261,-2.549896856147442,-11.263098720026282,1.11418,19.363789,1.1520691,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653783160537689984,6653783160537689984,276.8186337637043,-52.23718489947901,0.0034496689247419873,0.6265041128756952,-2.6275307931344742,1.0034131,19.131063,1.0615139,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653783160537970944,6653783160537970944,276.79790990644284,-52.2578788300413,0.7170834184504408,-3.737747923862635,-6.691217927044008,1.0070136,20.063484,1.203207,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653783160537974656,6653783160537974656,276.80312647566177,-52.24271761658912,-0.8126631592948768,-1.972051243726476,-4.238027041919295,0.96462965,20.321428,1.7092209,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
